objName,raMean,decMean,rMeanApMag,rMeanPSFMag,qualityFlag
string,ra,dec,float,float,integer
PSO J054446.486+210003.232,05 44 46.487,+21 00 03.16,21.236,22.117,53
PSO J054446.625+210038.307,05 44 46.628,+21 00 38.26,21.176,21.032,52
PSO J054508.904+210529.320,05 45 08.897,+21 05 29.18,20.884,21.012,36
PSO J054448.017+205802.076,05 44 48.016,+20 58 02.00,18.737,19.305,37
PSO J054447.537+210139.553,05 44 47.537,+21 01 39.55,20.717,21.049,33
PSO J054514.783+205436.924,05 45 14.784,+20 54 36.89,17.951,17.956,60
PSO J054456.666+210432.258,05 44 56.669,+21 04 32.25,21.853,22.300,36
PSO J054513.282+210526.954,05 45 13.282,+21 05 26.91,21.435,21.177,52
PSO J054507.685+205431.514,05 45 07.688,+20 54 31.47,17.071,17.074,60
PSO J054532.651+205828.447,05 45 32.651,+20 58 28.42,16.587,16.585,60
PSO J054451.845+205629.271,05 44 51.848,+20 56 29.20,18.405,18.381,60
PSO J054533.145+210104.274,05 45 33.145,+21 01 04.24,21.972,22.110,52
PSO J054449.911+210253.452,05 44 49.913,+21 02 53.42,20.360,21.310,36
PSO J054525.263+205548.164,05 45 25.259,+20 55 48.02,20.406,19.454,32
PSO J054447.935+205803.047,05 44 47.936,+20 58 02.98,20.729,21.096,165
PSO J054502.360+205447.298,05 45 02.359,+20 54 47.19,21.646,22.068,36
PSO J054532.882+210121.754,05 45 32.882,+21 01 21.71,20.102,20.048,52
PSO J054458.579+210449.584,05 44 58.580,+21 04 49.55,17.899,17.891,60
PSO J054530.080+205705.853,05 45 30.080,+20 57 05.83,20.698,20.748,52
PSO J054529.627+210304.413,05 45 29.627,+21 03 04.29,21.165,21.733,53
PSO J054446.918+205848.800,05 44 46.918,+20 58 48.80,21.184,21.772,32
PSO J054507.537+210529.329,05 45 07.537,+21 05 29.33,18.059,18.555,33
PSO J054527.793+210338.134,05 45 27.794,+21 03 38.13,22.274,22.131,36
PSO J054517.570+205446.157,05 45 17.570,+20 54 46.04,22.548,22.323,52
PSO J054520.596+205503.798,05 45 20.596,+20 55 03.70,21.414,21.369,52
PSO J054455.570+210422.786,05 44 55.573,+21 04 22.75,19.163,19.142,52
PSO J054447.967+205758.402,05 44 47.961,+20 57 59.00,21.448,21.353,164
PSO J054529.157+205645.753,05 45 29.179,+20 56 45.66,19.166,20.271,37
PSO J054533.477+210043.142,05 45 33.479,+21 00 43.09,20.469,20.375,52
PSO J054505.009+205435.662,05 45 05.032,+20 54 35.66,21.119,21.715,165
PSO J054523.613+210431.619,05 45 23.613,+21 04 31.57,22.285,21.411,32
PSO J054501.024+205452.980,05 45 01.025,+20 54 52.92,14.774,14.804,60
PSO J054519.067+210506.645,05 45 19.069,+21 05 06.63,20.693,20.698,52
PSO J054515.762+210522.096,05 45 15.762,+21 05 22.06,18.518,18.507,60
PSO J054516.755+210518.248,05 45 16.757,+21 05 18.26,19.837,19.883,36
PSO J054456.877+205523.473,05 44 56.879,+20 55 23.42,20.330,20.226,52
PSO J054533.105+205845.318,05 45 33.107,+20 58 45.27,20.126,20.060,52
PSO J054507.407+210530.188,05 45 07.408,+21 05 30.19,16.688,16.705,33
PSO J054447.413+205818.276,05 44 47.414,+20 58 18.28,22.952,21.992,32
PSO J054530.703+205717.804,05 45 30.704,+20 57 17.73,20.825,21.731,37
PSO J054528.896+210321.404,05 45 28.898,+21 03 21.33,19.424,19.357,60
PSO J054528.553+210327.576,05 45 28.553,+21 03 27.57,20.390,21.521,36
PSO J054527.156+210350.038,05 45 27.157,+21 03 49.98,21.255,20.906,52
PSO J054519.722+210503.498,05 45 19.720,+21 05 03.44,21.186,21.308,52
PSO J054524.272+210426.014,05 45 24.272,+21 04 25.97,15.155,15.163,60
PSO J054453.884+210404.451,05 44 53.884,+21 04 04.49,22.287,22.401,52
PSO J054459.342+205502.490,05 44 59.340,+20 55 02.40,21.626,21.963,52
PSO J054446.376+210037.963,05 44 46.376,+21 00 37.90,20.565,21.596,52
PSO J054530.364+210252.349,05 45 30.362,+21 02 52.33,16.598,16.973,61
PSO J054500.544+205454.351,05 45 00.547,+20 54 54.31,20.209,20.123,52
PSO J054452.130+210340.098,05 44 52.130,+21 03 40.04,19.987,19.937,52
PSO J054448.190+205746.862,05 44 48.191,+20 57 46.80,18.251,18.255,60
PSO J054508.173+210532.231,05 45 08.174,+21 05 32.24,20.245,20.626,52
PSO J054506.236+205430.879,05 45 06.239,+20 54 30.83,18.083,18.095,60
PSO J054505.961+205431.564,05 45 05.960,+20 54 31.45,19.209,19.774,37
PSO J054522.209+205513.815,05 45 22.209,+20 55 13.72,20.230,20.657,36
PSO J054515.343+210525.006,05 45 15.344,+21 05 25.02,19.623,20.715,37
PSO J054455.805+210427.995,05 44 55.808,+21 04 27.95,18.990,19.027,60
PSO J054452.688+205610.865,05 44 52.689,+20 56 10.80,21.339,21.198,52
PSO J054533.453+210059.644,05 45 33.453,+21 00 59.59,18.392,18.372,60
PSO J054530.473+210251.005,05 45 30.471,+21 02 51.04,17.738,17.726,52
PSO J054454.619+205545.025,05 44 54.621,+20 55 44.96,18.406,18.392,52
PSO J054506.977+210530.328,05 45 06.963,+21 05 31.22,17.070,17.765,100
PSO J054526.033+205552.848,05 45 26.035,+20 55 52.83,20.244,20.319,52
PSO J054529.861+210304.993,05 45 29.861,+21 03 04.95,21.270,21.059,52
PSO J054457.786+210447.023,05 44 57.788,+21 04 46.95,20.442,20.423,52
PSO J054533.054+205834.051,05 45 33.054,+20 58 34.01,16.769,16.768,60
PSO J054454.544+205545.402,05 44 54.545,+20 55 45.40,21.846,21.640,32
PSO J054533.857+205950.979,05 45 33.862,+20 59 50.95,21.786,21.491,52
PSO J054527.026+210354.433,05 45 27.028,+21 03 54.44,20.669,21.475,36
PSO J054515.293+210526.141,05 45 15.294,+21 05 26.13,21.384,21.290,52
PSO J054528.033+210339.396,05 45 28.034,+21 03 39.40,20.270,21.536,36
PSO J054502.126+210516.082,05 45 02.122,+21 05 15.98,20.432,20.726,36
PSO J054447.433+205808.820,05 44 47.435,+20 58 08.74,15.922,15.934,60
PSO J054509.883+205425.052,05 45 09.883,+20 54 24.92,21.136,22.095,36
PSO J054507.048+210532.610,05 45 07.050,+21 05 32.62,16.764,17.775,37
PSO J054514.331+205430.370,05 45 14.333,+20 54 30.35,20.207,20.159,52
PSO J054526.385+205555.733,05 45 26.387,+20 55 55.71,16.084,16.091,60
PSO J054446.128+210026.459,05 44 46.130,+21 00 26.41,16.181,16.192,60
PSO J054528.156+210338.796,05 45 28.156,+21 03 38.79,20.620,21.590,36
PSO J054510.848+205424.760,05 45 10.847,+20 54 24.66,22.177,21.844,52
PSO J054446.033+205956.343,05 44 46.033,+20 59 56.27,21.421,22.469,37
PSO J054511.879+210534.693,05 45 11.880,+21 05 34.64,18.319,18.313,60
PSO J054533.545+210103.104,05 45 33.546,+21 01 03.06,19.591,19.524,52
PSO J054502.770+210520.196,05 45 02.772,+21 05 20.18,22.068,22.053,36
PSO J054528.768+210329.099,05 45 28.769,+21 03 29.10,20.761,21.570,36
PSO J054527.282+205607.290,05 45 27.286,+20 56 07.24,15.105,15.120,60
PSO J054517.298+205440.167,05 45 17.298,+20 54 40.06,20.952,20.887,36
PSO J054503.319+205437.477,05 45 03.320,+20 54 37.40,14.248,14.264,28
PSO J054519.764+205453.284,05 45 19.765,+20 54 53.18,21.176,21.180,52
PSO J054447.001+205824.529,05 44 47.003,+20 58 24.44,19.195,19.144,52
PSO J054533.084+210131.828,05 45 33.084,+21 01 31.80,23.468,22.148,52
PSO J054449.613+210257.555,05 44 49.616,+21 02 57.51,21.027,20.181,36
PSO J054533.415+210114.010,05 45 33.415,+21 01 13.97,21.951,22.503,164
PSO J054515.440+205432.657,05 45 15.442,+20 54 32.55,22.480,21.989,52
PSO J054452.983+210357.531,05 44 52.986,+21 03 57.52,23.811,22.475,52
PSO J054519.277+205449.767,05 45 19.277,+20 54 49.68,20.933,20.862,52
PSO J054531.108+205719.364,05 45 31.109,+20 57 19.34,18.639,18.708,60
PSO J054521.811+210453.316,05 45 21.811,+21 04 53.27,18.568,18.555,60
PSO J054457.937+210451.342,05 44 57.938,+21 04 51.31,18.145,18.155,60
PSO J054447.091+210142.703,05 44 47.094,+21 01 42.66,16.810,16.812,60
PSO J054522.618+205513.375,05 45 22.619,+20 55 13.26,21.348,22.156,36
PSO J054457.530+205512.033,05 44 57.533,+20 55 11.95,20.656,20.432,52
PSO J054517.956+210518.074,05 45 17.958,+21 05 18.04,18.773,18.793,52
PSO J054527.892+210345.427,05 45 27.893,+21 03 45.42,20.480,21.612,36
PSO J054504.436+205431.951,05 45 04.435,+20 54 31.84,20.848,21.215,36
PSO J054531.188+210240.525,05 45 31.188,+21 02 40.48,19.992,19.963,52
PSO J054503.170+210523.654,05 45 03.165,+21 05 23.54,20.280,20.939,36
PSO J054531.887+210221.280,05 45 31.887,+21 02 21.24,17.273,17.278,60
PSO J054504.534+210528.620,05 45 04.528,+21 05 28.75,21.702,21.242,52
PSO J054449.278+205707.648,05 44 49.277,+20 57 07.58,20.449,21.349,52
PSO J054514.785+210531.342,05 45 14.785,+21 05 31.29,21.374,21.224,52
PSO J054527.376+205605.510,05 45 27.377,+20 56 05.43,19.994,20.567,37
PSO J054527.732+205610.774,05 45 27.734,+20 56 10.68,20.668,20.936,52
PSO J054527.620+210351.158,05 45 27.621,+21 03 51.15,23.145,21.989,36
PSO J054522.406+205510.043,05 45 22.408,+20 55 10.00,20.914,21.078,52
PSO J054529.230+210324.614,05 45 29.230,+21 03 24.57,18.130,18.125,60
PSO J054446.284+205856.282,05 44 46.287,+20 58 56.22,17.309,17.304,60
PSO J054453.076+205558.847,05 44 53.078,+20 55 58.79,19.385,19.419,52
PSO J054446.688+210128.607,05 44 46.690,+21 01 28.56,19.515,19.509,52
PSO J054527.450+205606.205,05 45 27.450,+20 56 06.21,19.870,20.000,32
PSO J054446.445+210115.365,05 44 46.445,+21 01 15.32,13.489,13.513,60
PSO J054534.092+210025.333,05 45 34.093,+21 00 25.28,19.515,19.448,52
PSO J054501.304+205444.231,05 45 01.310,+20 54 44.17,21.671,21.476,52
PSO J054505.883+210533.599,05 45 05.885,+21 05 33.55,17.098,17.122,60
PSO J054446.783+210134.783,05 44 46.782,+21 01 34.73,21.041,21.137,53
PSO J054530.078+205651.303,05 45 30.078,+20 56 51.29,20.114,20.232,52
PSO J054522.059+205506.498,05 45 22.062,+20 55 06.46,17.560,17.554,60
PSO J054513.928+205425.749,05 45 13.930,+20 54 25.71,17.464,17.468,60
PSO J054529.040+205631.040,05 45 29.040,+20 56 31.02,18.583,18.616,60
PSO J054508.630+210538.424,05 45 08.632,+21 05 38.43,22.170,22.035,36
PSO J054507.949+205422.294,05 45 07.950,+20 54 22.24,18.954,18.953,52
PSO J054445.784+210000.669,05 44 45.784,+21 00 00.67,22.099,21.976,32
PSO J054500.121+205450.415,05 45 00.123,+20 54 50.35,21.279,21.034,53
PSO J054534.024+205917.278,05 45 34.025,+20 59 17.23,20.752,20.628,36
PSO J054445.970+210042.832,05 44 45.971,+21 00 42.80,20.750,20.631,52
PSO J054448.083+210225.109,05 44 48.084,+21 02 25.11,24.587,21.894,32
PSO J054446.355+210114.764,05 44 46.341,+21 01 14.58,17.411,17.424,36
PSO J054520.880+210503.467,05 45 20.885,+21 05 03.50,20.649,20.771,52
PSO J054447.719+210214.437,05 44 47.720,+21 02 14.44,23.958,21.981,32
PSO J054445.817+210027.357,05 44 45.817,+21 00 27.28,19.936,20.462,52
PSO J054532.526+210206.372,05 45 32.526,+21 02 06.31,21.090,21.037,52
PSO J054530.548+205659.417,05 45 30.549,+20 56 59.41,15.522,15.546,60
PSO J054521.286+210500.897,05 45 21.286,+21 05 00.85,15.716,15.733,60
PSO J054452.118+210349.834,05 44 52.120,+21 03 49.81,22.451,22.075,52
PSO J054513.630+205424.013,05 45 13.633,+20 54 24.00,20.292,20.239,52
PSO J054506.124+210535.518,05 45 06.126,+21 05 35.49,18.952,19.053,60
PSO J054518.744+210517.103,05 45 18.746,+21 05 17.06,20.359,20.375,52
PSO J054449.368+210259.186,05 44 49.370,+21 02 59.12,20.020,20.239,52
PSO J054533.433+210128.882,05 45 33.437,+21 01 28.79,19.971,19.870,52
PSO J054449.545+210303.335,05 44 49.548,+21 03 03.29,14.627,14.629,60
PSO J054500.420+205447.619,05 45 00.421,+20 54 47.57,19.760,19.742,60
PSO J054450.271+205641.879,05 44 50.272,+20 56 41.81,19.596,19.593,52
PSO J054445.818+205928.720,05 44 45.819,+20 59 28.65,22.485,22.138,52
PSO J054520.072+210509.750,05 45 20.074,+21 05 09.72,21.587,21.555,52
PSO J054522.959+210447.997,05 45 22.960,+21 04 47.94,17.711,17.721,60
PSO J054445.712+210014.025,05 44 45.714,+21 00 13.98,17.902,17.901,60
PSO J054525.071+210427.214,05 45 25.072,+21 04 27.21,21.902,21.877,52
PSO J054516.849+205433.444,05 45 16.852,+20 54 33.32,23.334,22.476,52
PSO J054511.802+205420.450,05 45 11.804,+20 54 20.43,20.904,20.882,52
PSO J054448.963+210251.267,05 44 48.965,+21 02 51.22,21.694,21.709,52
PSO J054507.930+210539.561,05 45 07.932,+21 05 39.54,19.600,19.641,53
PSO J054457.190+210449.987,05 44 57.192,+21 04 49.91,20.271,20.451,52
PSO J054500.676+205445.169,05 45 00.678,+20 54 45.10,20.298,20.488,52
PSO J054528.321+205615.534,05 45 28.324,+20 56 15.43,21.404,21.656,52
PSO J054448.842+210249.226,05 44 48.843,+21 02 49.18,23.443,22.196,36
PSO J054507.712+205420.302,05 45 07.714,+20 54 20.25,18.386,18.392,60
PSO J054500.131+210512.362,05 45 00.132,+21 05 12.36,21.885,21.990,52
PSO J054534.357+210019.855,05 45 34.357,+21 00 19.81,16.709,16.705,60
PSO J054445.781+210042.300,05 44 45.782,+21 00 42.23,20.596,21.548,52
PSO J054446.531+205826.276,05 44 46.533,+20 58 26.19,19.823,19.823,60
PSO J054533.827+205846.180,05 45 33.829,+20 58 46.13,22.874,22.094,52
PSO J054508.916+205418.674,05 45 08.917,+20 54 18.54,21.409,22.384,37
PSO J054528.646+210340.609,05 45 28.647,+21 03 40.67,21.278,21.801,52
PSO J054521.764+205500.534,05 45 21.767,+20 55 00.49,19.420,19.477,52
PSO J054533.317+205818.704,05 45 33.319,+20 58 18.65,20.555,20.517,52
PSO J054530.867+210257.846,05 45 30.866,+21 02 57.77,20.229,20.143,60
PSO J054450.818+205628.247,05 44 50.818,+20 56 28.25,21.445,21.294,32
PSO J054532.148+205735.602,05 45 32.150,+20 57 35.57,19.257,19.274,52
PSO J054501.343+210520.282,05 45 01.344,+21 05 20.24,15.433,15.444,60
PSO J054533.645+210127.590,05 45 33.645,+21 01 27.57,21.782,21.315,52
PSO J054455.930+205519.831,05 44 55.929,+20 55 19.73,22.018,21.673,52
PSO J054519.428+210516.688,05 45 19.429,+21 05 16.59,19.690,19.691,60
PSO J054529.132+210334.333,05 45 29.128,+21 03 34.34,20.528,20.637,52
PSO J054450.643+210330.423,05 44 50.645,+21 03 30.38,20.843,20.723,52
PSO J054523.418+205512.983,05 45 23.420,+20 55 12.97,20.775,20.811,60
PSO J054527.157+205555.128,05 45 27.159,+20 55 55.10,17.669,17.683,60
PSO J054528.137+205609.276,05 45 28.138,+20 56 09.25,18.224,18.233,60
PSO J054455.357+210435.380,05 44 55.359,+21 04 35.33,19.753,19.857,52
PSO J054454.154+205538.063,05 44 54.153,+20 55 37.96,21.632,22.436,36
PSO J054526.663+210412.185,05 45 26.661,+21 04 12.10,21.431,22.190,36
PSO J054445.766+205906.642,05 44 45.768,+20 59 06.58,18.930,18.911,60
PSO J054504.398+205425.540,05 45 04.401,+20 54 25.48,17.884,17.931,60
PSO J054445.830+205900.778,05 44 45.830,+20 59 00.70,21.865,21.785,52
PSO J054453.264+210411.884,05 44 53.266,+21 04 11.86,20.546,20.648,36
PSO J054456.134+210444.059,05 44 56.141,+21 04 44.05,18.141,18.991,53
PSO J054448.385+210243.037,05 44 48.368,+21 02 43.14,21.294,21.425,52
PSO J054447.399+205745.228,05 44 47.399,+20 57 45.15,22.071,21.773,52
PSO J054450.424+205632.109,05 44 50.423,+20 56 32.01,22.170,22.148,36
PSO J054445.417+205955.795,05 44 45.418,+20 59 55.80,22.654,21.906,32
PSO J054508.831+210543.938,05 45 08.832,+21 05 43.94,20.895,20.728,32
PSO J054512.865+205417.958,05 45 12.867,+20 54 17.92,17.902,17.904,60
PSO J054450.709+205626.212,05 44 50.718,+20 56 26.24,17.431,18.206,37
PSO J054506.140+205419.840,05 45 06.141,+20 54 19.81,21.169,21.219,52
PSO J054534.301+210054.159,05 45 34.301,+21 00 54.13,22.667,22.166,52
PSO J054446.140+205835.828,05 44 46.141,+20 58 35.76,15.064,15.091,60
PSO J054534.528+210028.227,05 45 34.529,+21 00 28.19,24.240,22.361,52
PSO J054533.043+210201.225,05 45 33.044,+21 02 01.18,17.615,17.619,60
PSO J054506.479+210541.383,05 45 06.481,+21 05 41.39,20.057,20.858,37
PSO J054522.466+210457.720,05 45 22.468,+21 04 57.66,19.945,19.901,52
PSO J054527.040+210409.420,05 45 27.041,+21 04 09.41,21.150,22.123,52
PSO J054459.356+205448.755,05 44 59.359,+20 54 48.69,17.901,17.954,60
PSO J054447.898+210233.248,05 44 47.900,+21 02 33.24,21.466,21.778,52
PSO J054508.367+205415.453,05 45 08.371,+20 54 15.39,19.748,19.860,52
PSO J054457.865+210500.780,05 44 57.867,+21 05 00.77,20.092,21.278,37
PSO J054500.096+205443.590,05 45 00.094,+20 54 43.49,21.382,22.012,36
PSO J054509.512+205414.485,05 45 09.513,+20 54 14.44,16.244,16.253,60
PSO J054508.922+210545.340,05 45 08.923,+21 05 45.31,17.477,17.507,60
PSO J054445.779+210106.931,05 44 45.782,+21 01 06.93,19.922,20.010,52
PSO J054534.276+210102.756,05 45 34.277,+21 01 02.71,21.830,21.775,52
PSO J054449.521+210313.140,05 44 49.522,+21 03 13.14,22.128,22.053,32
PSO J054511.018+205414.476,05 45 11.019,+20 54 14.44,19.914,19.747,52
PSO J054447.198+205747.185,05 44 47.200,+20 57 47.14,20.816,21.974,52
PSO J054456.314+205512.036,05 44 56.314,+20 55 12.04,21.587,22.074,33
PSO J054449.661+205643.828,05 44 49.660,+20 56 43.73,21.316,21.556,52
PSO J054513.750+210541.968,05 45 13.753,+21 05 41.98,21.820,21.837,52
PSO J054446.834+210200.538,05 44 46.834,+21 02 00.49,22.354,22.341,52
PSO J054457.336+205502.938,05 44 57.338,+20 55 02.85,20.919,21.016,52
PSO J054453.485+205542.719,05 44 53.484,+20 55 42.62,21.570,21.967,52
PSO J054518.425+205434.473,05 45 18.427,+20 54 34.43,16.156,16.158,60
PSO J054503.914+210535.784,05 45 03.915,+21 05 35.75,22.453,22.315,52
PSO J054533.831+210133.130,05 45 33.831,+21 01 33.10,21.785,21.637,52
PSO J054532.990+205752.157,05 45 32.990,+20 57 52.10,21.556,21.337,52
PSO J054511.245+210546.287,05 45 11.245,+21 05 46.26,18.107,18.103,60
PSO J054506.808+205416.282,05 45 06.807,+20 54 16.18,22.363,22.321,52
PSO J054530.989+205656.103,05 45 30.990,+20 56 56.10,20.630,21.389,33
PSO J054534.683+210029.830,05 45 34.684,+21 00 29.83,23.528,22.221,32
PSO J054449.866+205637.903,05 44 49.869,+20 56 37.81,20.746,20.525,52
PSO J054452.230+210401.963,05 44 52.232,+21 04 01.93,22.345,22.274,52
PSO J054450.838+205620.400,05 44 50.837,+20 56 19.98,19.295,19.619,52
PSO J054456.271+210449.154,05 44 56.271,+21 04 49.10,18.935,18.830,60
PSO J054528.800+205613.856,05 45 28.802,+20 56 13.77,21.498,21.514,52
PSO J054513.366+210544.008,05 45 13.368,+21 05 44.03,23.484,21.907,32
PSO J054457.021+210456.045,05 44 57.022,+21 04 56.02,20.587,20.689,52
PSO J054508.338+210546.577,05 45 08.338,+21 05 46.61,19.249,19.542,37
PSO J054456.179+205511.601,05 44 56.181,+20 55 11.53,17.776,17.775,60
PSO J054530.809+205651.051,05 45 30.810,+20 56 50.98,20.422,21.318,37
PSO J054524.817+210438.680,05 45 24.817,+21 04 38.68,22.162,22.184,32
PSO J054526.045+210425.089,05 45 26.045,+21 04 25.04,20.452,20.332,52
PSO J054451.293+210349.020,05 44 51.297,+21 03 48.96,18.998,18.965,52
PSO J054449.676+210320.230,05 44 49.678,+21 03 20.20,20.250,21.337,37
PSO J054524.127+205513.617,05 45 24.129,+20 55 13.62,20.870,20.757,52
PSO J054513.590+205415.290,05 45 13.592,+20 54 15.24,20.311,20.249,52
PSO J054452.485+210407.620,05 44 52.489,+21 04 07.57,19.373,19.321,52
PSO J054451.277+205610.684,05 44 51.276,+20 56 10.59,21.772,22.004,36
PSO J054520.927+205447.049,05 45 20.930,+20 54 46.94,22.895,22.414,52
PSO J054534.179+205837.200,05 45 34.179,+20 58 37.16,19.861,19.817,52
PSO J054451.120+210347.399,05 44 51.123,+21 03 47.37,20.418,19.817,36
PSO J054513.313+210545.791,05 45 13.315,+21 05 45.76,21.378,21.375,52
PSO J054514.810+205417.595,05 45 14.811,+20 54 17.62,21.133,20.949,52
PSO J054519.487+210522.822,05 45 19.490,+21 05 22.74,20.809,20.741,60
PSO J054456.475+205506.897,05 44 56.477,+20 55 06.83,20.681,20.599,52
PSO J054527.075+205545.700,05 45 27.074,+20 55 45.72,19.085,19.035,52
PSO J054454.804+205523.317,05 44 54.807,+20 55 23.25,20.342,20.297,52
PSO J054502.322+205427.872,05 45 02.325,+20 54 27.81,18.572,18.633,52
PSO J054445.095+205941.205,05 44 45.097,+20 59 41.17,19.674,19.680,52
PSO J054506.352+205414.597,05 45 06.351,+20 54 14.48,21.404,22.103,52
PSO J054445.379+210057.047,05 44 45.381,+21 00 57.00,20.434,20.464,52
PSO J054520.709+205444.467,05 45 20.713,+20 54 44.41,21.865,21.597,52
PSO J054524.996+210439.475,05 45 24.995,+21 04 39.46,20.798,20.679,36
PSO J054524.996+210439.524,05 45 24.997,+21 04 39.49,18.511,18.523,52
PSO J054532.306+210237.252,05 45 32.304,+21 02 37.20,21.733,21.573,52
PSO J054447.958+205715.484,05 44 47.959,+20 57 15.41,20.647,20.527,52
PSO J054454.191+210431.028,05 44 54.191,+21 04 30.98,21.573,21.553,52
PSO J054447.146+210221.611,05 44 47.148,+21 02 21.57,16.506,16.510,60
PSO J054449.825+205633.424,05 44 49.829,+20 56 33.36,21.610,22.027,52
PSO J054445.020+205947.618,05 44 45.020,+20 59 47.54,21.439,22.075,52
PSO J054517.915+210532.175,05 45 17.916,+21 05 32.13,17.639,17.631,60
PSO J054457.566+205456.216,05 44 57.568,+20 54 56.17,15.583,15.598,60
PSO J054503.911+205420.319,05 45 03.912,+20 54 20.32,13.853,10.915,32
PSO J054445.101+205924.097,05 44 45.103,+20 59 24.05,20.399,20.350,52
PSO J054534.592+210105.490,05 45 34.593,+21 01 05.45,20.628,20.567,52
PSO J054507.145+210548.284,05 45 07.145,+21 05 48.28,16.965,16.789,32
PSO J054533.356+210206.345,05 45 33.356,+21 02 06.30,19.473,19.479,52
PSO J054512.596+210548.789,05 45 12.597,+21 05 48.73,21.414,21.294,52
PSO J054503.794+205420.283,05 45 03.795,+20 54 20.28,14.677,10.585,160
PSO J054507.590+205410.807,05 45 07.595,+20 54 10.75,21.173,21.521,52
PSO J054452.704+205546.243,05 44 52.703,+20 55 46.15,21.118,22.274,52
PSO J054507.157+210549.684,05 45 07.122,+21 05 48.66,16.463,16.589,129
PSO J054532.628+205729.213,05 45 32.630,+20 57 29.18,17.323,17.324,60
PSO J054448.568+210302.282,05 44 48.571,+21 03 02.25,15.067,15.082,60
PSO J054519.302+205434.115,05 45 19.299,+20 54 34.00,22.315,22.275,52
PSO J054520.797+210516.997,05 45 20.798,+21 05 17.00,22.232,22.028,32
PSO J054455.392+205514.533,05 44 55.391,+20 55 14.43,21.627,22.054,52
PSO J054534.526+210114.322,05 45 34.526,+21 01 14.29,21.945,21.752,52
PSO J054525.160+205520.090,05 45 25.161,+20 55 20.00,19.372,19.689,37
PSO J054534.080+205821.162,05 45 34.082,+20 58 21.12,19.645,19.607,52
PSO J054530.351+210325.996,05 45 30.351,+21 03 25.98,22.477,22.288,52
PSO J054528.619+210356.090,05 45 28.619,+21 03 56.05,17.906,17.908,60
PSO J054532.383+205720.625,05 45 32.384,+20 57 20.60,14.607,14.613,60
PSO J054511.091+210551.481,05 45 11.093,+21 05 51.45,20.085,20.038,52
PSO J054533.777+210154.297,05 45 33.778,+21 01 54.27,22.499,21.847,52
PSO J054455.493+210447.671,05 44 55.495,+21 04 47.62,20.163,20.161,52
PSO J054531.765+205703.941,05 45 31.765,+20 57 03.72,11.981,13.034,164
PSO J054508.715+210551.694,05 45 08.718,+21 05 51.71,20.879,21.739,37
PSO J054503.046+205421.514,05 45 03.049,+20 54 21.47,16.423,16.392,60
PSO J054454.509+205522.482,05 44 54.512,+20 55 22.41,21.222,21.493,52
PSO J054444.836+205952.746,05 44 44.836,+20 59 52.75,21.992,22.373,32
PSO J054521.045+210516.902,05 45 21.046,+21 05 16.85,18.662,18.692,60
PSO J054533.762+205803.321,05 45 33.761,+20 58 03.29,20.161,20.092,52
PSO J054535.059+210037.418,05 45 35.060,+21 00 37.38,21.947,21.743,52
PSO J054527.282+205543.144,05 45 27.284,+20 55 43.12,16.195,16.199,60
PSO J054446.111+205807.323,05 44 46.111,+20 58 07.24,21.228,21.972,52
PSO J054525.178+210442.060,05 45 25.178,+21 04 42.02,16.724,16.740,60
PSO J054526.962+205538.574,05 45 26.964,+20 55 38.53,17.869,17.873,60
PSO J054521.543+205445.935,05 45 21.546,+20 54 45.88,19.382,19.355,60
PSO J054455.418+205511.712,05 44 55.411,+20 55 11.61,21.400,22.199,53
PSO J054508.272+210552.670,05 45 08.273,+21 05 52.64,18.616,18.643,60
PSO J054452.919+205539.779,05 44 52.916,+20 55 39.67,21.283,21.946,36
PSO J054444.953+210045.909,05 44 44.956,+21 00 45.86,18.823,18.818,60
PSO J054450.727+205611.466,05 44 50.727,+20 56 11.47,18.798,18.925,33
PSO J054515.585+210544.942,05 45 15.587,+21 05 44.96,21.256,21.975,52
PSO J054453.953+210433.342,05 44 53.953,+21 04 33.24,21.698,21.832,52
PSO J054530.166+210333.451,05 45 30.165,+21 03 33.40,19.276,19.268,52
PSO J054450.601+205613.269,05 44 50.603,+20 56 13.19,13.656,13.690,60
PSO J054520.508+210521.983,05 45 20.507,+21 05 21.93,20.731,20.701,52
PSO J054452.349+210413.524,05 44 52.350,+21 04 13.49,22.366,22.350,36
PSO J054445.149+210105.345,05 44 45.152,+21 01 05.29,19.572,19.583,52
PSO J054529.497+205614.731,05 45 29.499,+20 56 14.70,16.635,16.631,60
PSO J054535.301+205953.490,05 45 35.302,+20 59 53.45,20.503,20.266,52
PSO J054459.871+210525.119,05 44 59.872,+21 05 25.09,19.309,19.298,52
PSO J054454.420+210439.798,05 44 54.423,+21 04 39.77,23.279,22.296,52
