Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   U      B      V      R      I      J      H      K        Mact
 1   9.39 -0.25  0.09217 -3.217 3.435  5.306  4.20  0.018 0.73 16.896 25.338 22.651 20.620 18.904 16.830 14.928 14.317 13.960  0.092
 1   9.39 -0.21  0.37175 -1.669 3.584  4.961  7.20  0.035 0.00 16.143 19.762 18.638 17.292 16.365 15.476 14.488 13.887 13.710  0.372
 1   9.39 -0.19  0.39273 -1.612 3.586  4.936 12.70  0.038 0.00 21.501 25.090 23.977 22.641 21.719 20.836 19.850 19.243 19.071  0.393
 1   9.39 -0.11  0.34886 -1.752 3.575  4.979  8.30  0.037 0.83 16.876 20.770 19.579 18.194 17.228 16.222 15.178 14.593 14.395  0.349
 1   9.39 -0.11  0.25450 -2.013 3.559  5.037 12.20  0.038 0.00 22.002 26.207 24.905 23.450 22.451 21.372 20.287 19.707 19.486  0.255
 1   9.39 -0.07  0.45176 -1.485 3.590  4.885  7.70  0.036 0.00 16.183 19.717 18.620 17.314 16.403 15.521 14.536 13.909 13.750  0.452
 1   9.39  0.01  0.17140 -2.433 3.516  5.113 12.20  0.038 0.00 23.052 28.166 26.669 25.080 23.929 22.522 21.230 20.683 20.426  0.171
 1   9.39  0.05  0.11616 -2.883 3.468  5.204  8.50  0.037 0.00 20.477 27.074 25.126 23.327 21.912 20.130 18.537 18.001 17.714  0.116
 1   9.39  0.07  0.91574 -0.298 3.725  4.543  7.70  0.036 0.00 13.216 14.685 14.253 13.404 12.928 12.535 11.995 11.565 11.516  0.916
 1   9.39  0.17  0.46376 -1.485 3.583  4.868 12.20  0.038 0.00 20.683 24.386 23.290 22.006 21.060 20.042 18.987 18.365 18.200  0.464
 1   9.39  0.21  0.35957 -1.754 3.563  4.945  8.70  0.038 0.00 17.854 21.947 20.731 19.347 18.352 17.229 16.124 15.535 15.328  0.360
 1   9.39  0.37  0.14488 -2.649 3.485  5.135  6.60  0.033 0.00 17.992 23.930 22.209 20.503 19.201 17.567 16.096 15.561 15.282  0.145
 1   9.41 -0.49  0.23184 -2.017 3.579  5.082  3.70  0.015 0.00 13.513 17.198 16.019 14.610 13.671 12.830 11.859 11.282 11.089  0.232
 1   9.41 -0.47  0.33790 -1.703 3.597  5.003  8.80  0.038 0.00 17.826 21.121 20.090 18.777 17.896 17.146 16.230 15.625 15.460  0.338
 1   9.41 -0.25  0.67548 -0.844 3.660  4.697  9.70  0.038 0.00 16.581 19.005 18.179 17.113 16.449 15.917 15.157 14.530 14.445  0.675
 1   9.41 -0.23  0.58492 -1.105 3.630  4.776  8.70  0.038 0.00 16.232 19.159 18.172 16.980 16.207 15.578 14.726 14.048 13.938  0.585
 1   9.41 -0.23  0.08245 -3.512 3.384  5.347  9.10  0.038 0.73 22.547 33.570 29.877 27.560 25.405 22.988 20.546 19.931 19.517  0.082
 1   9.41 -0.17  0.73895 -0.686 3.678  4.652  8.30  0.037 0.00 14.785 16.916 16.196 15.196 14.594 14.108 13.412 12.839 12.767  0.739
 1   9.41 -0.15  0.44473 -1.488 3.593  4.893 12.30  0.038 0.00 20.790 24.251 23.168 21.863 20.964 20.126 19.161 18.531 18.375  0.445
 1   9.41 -0.15  0.11705 -2.854 3.478  5.217 12.40  0.038 0.83 23.823 30.616 28.521 26.667 25.240 23.464 21.888 21.337 21.063  0.117
 1   9.41 -0.11  0.20103 -2.211 3.547  5.084  7.80  0.037 0.84 17.585 22.269 20.831 19.287 18.223 17.000 15.823 15.257 15.012  0.201
 1   9.41 -0.09  0.35386 -1.741 3.575  4.973 12.40  0.038 0.00 21.522 25.331 24.173 22.812 21.854 20.861 19.826 19.239 19.050  0.354
 1   9.41 -0.07  0.32618 -1.816 3.569  4.990  6.90  0.034 0.73 15.736 19.797 18.556 17.141 16.157 15.095 14.023 13.441 13.230  0.326
 1   9.41 -0.07  0.23188 -2.101 3.551  5.056 10.30  0.038 0.00 20.322 24.701 23.348 21.861 20.843 19.707 18.594 18.017 17.783  0.232
 1   9.41 -0.05  0.13968 -2.665 3.492  5.162  9.30  0.038 0.00 20.733 26.562 24.835 23.129 21.859 20.280 18.859 18.316 18.043  0.140
 1   9.41 -0.05  0.81333 -0.526 3.697  4.610  9.60  0.038 0.00 15.685 17.540 16.934 15.992 15.446 15.001 14.371 13.857 13.796  0.813
 1   9.41  0.15  0.62112 -1.090 3.621  4.750  7.90  0.037 0.00 15.394 18.590 17.496 16.269 15.454 14.746 13.841 13.143 13.034  0.621
 1   9.41  0.15  0.25382 -2.051 3.544  5.017  8.40  0.037 0.00 18.299 22.787 21.438 19.949 18.908 17.701 16.547 15.976 15.737  0.254
 1   9.41  0.21  0.36957 -1.725 3.565  4.935  9.60  0.038 0.00 18.683 22.739 21.539 20.168 19.176 18.056 16.953 16.363 16.159  0.370
 1   9.41  0.25  0.52547 -1.333 3.595  4.819 10.80  0.038 0.00 18.902 22.420 21.337 20.088 19.187 18.264 17.249 16.577 16.440  0.525
 1   9.43 -0.43  0.26794 -1.909 3.581  5.047  8.20  0.037 0.00 17.744 21.403 20.246 18.854 17.920 17.073 16.099 15.513 15.325  0.268
 1   9.43 -0.29  0.25791 -1.971 3.570  5.046  8.90  0.038 0.88 17.972 21.993 20.721 19.275 18.298 17.323 16.285 15.705 15.495  0.258
 1   9.43 -0.21  0.35676 -1.712 3.582  4.976  6.20  0.031 0.00 15.250 18.902 17.767 16.414 15.481 14.579 13.586 12.991 12.811  0.357
 1   9.43 -0.19  0.19374 -2.246 3.545  5.099 10.40  0.038 0.95 20.116 24.756 23.296 21.741 20.690 19.518 18.374 17.802 17.559  0.194
 1   9.43 -0.17  0.15112 -2.552 3.507  5.142  9.30  0.038 0.00 20.450 25.939 24.255 22.572 21.379 19.939 18.622 18.065 17.803  0.151
 1   9.43 -0.07  0.20946 -2.185 3.546  5.075  6.60  0.033 0.00 16.833 21.316 19.935 18.428 17.394 16.225 15.092 14.520 14.281  0.209
 1   9.43 -0.07  1.01776 -0.000 3.765  4.453  9.00  0.038 0.00 13.771 14.648 14.529 13.868 13.485 13.154 12.730 12.392 12.357  1.018
 1   9.43 -0.05  0.15564 -2.535 3.505  5.132 12.50  0.038 0.00 23.607 29.027 27.425 25.779 24.581 23.108 21.766 21.220 20.955  0.156
 1   9.43 -0.03  0.41125 -1.592 3.581  4.913  7.30  0.035 0.78 15.563 19.374 18.220 16.870 15.914 14.909 13.867 13.272 13.085  0.411
 1   9.43 -0.03  0.10810 -2.955 3.463  5.227  9.90  0.038 0.00 22.058 28.914 26.850 25.011 23.555 21.732 20.107 19.567 19.282  0.108
 1   9.43  0.01  0.15960 -2.515 3.506  5.125  9.60  0.038 0.00 20.657 26.016 24.457 22.831 21.636 20.158 18.813 18.271 18.006  0.160
 1   9.43  0.05  0.83493 -0.498 3.696  4.587 10.40  0.038 0.00 16.415 18.341 17.689 16.730 16.174 15.727 15.091 14.575 14.514  0.835
 1   9.43  0.07  0.13982 -2.678 3.487  5.155  7.40  0.036 0.76 18.434 24.617 22.829 21.091 19.746 18.050 16.515 15.979 15.697  0.140
 1   9.43  0.13  0.32232 -1.847 3.559  4.974  9.50  0.038 0.00 18.887 23.066 21.809 20.391 19.390 18.264 17.158 16.574 16.357  0.322
 1   9.43  0.13  0.12343 -2.828 3.471  5.186 12.80  0.038 0.82 24.140 30.899 28.920 27.105 25.657 23.831 22.183 21.647 21.358  0.123
 1   9.43  0.21  0.76526 -0.713 3.663  4.633  8.60  0.038 0.00 15.153 17.729 16.781 15.679 15.004 14.474 13.721 13.109 13.031  0.765
 1   9.43  0.21  0.53106 -1.319 3.597  4.814  8.70  0.038 0.00 16.766 20.256 19.171 17.918 17.024 16.125 15.123 14.448 14.313  0.531
 1   9.43  0.21  0.19662 -2.277 3.528  5.066 10.40  0.038 0.82 20.381 25.404 23.943 22.374 21.238 19.849 18.563 18.015 17.758  0.197
 1   9.45 -0.41  0.18508 -2.271 3.550  5.123  7.60  0.036 0.00 18.049 22.583 21.077 19.499 18.476 17.428 16.346 15.765 15.525  0.185
 1   9.45 -0.37  0.16345 -2.438 3.527  5.143 10.10  0.038 0.00 20.964 26.027 24.385 22.722 21.622 20.390 19.202 18.627 18.376  0.163
 1   9.45 -0.35  0.50554 -1.291 3.617  4.847  7.80  0.037 0.00 15.796 18.851 17.858 16.624 15.810 15.134 14.256 13.596 13.467  0.506
 1   9.45 -0.35  0.13735 -2.652 3.503  5.185  9.80  0.038 0.89 20.596 26.553 24.620 22.827 21.584 20.099 18.760 18.186 17.926  0.137
 1   9.45 -0.31  1.22009  0.579 3.830  4.211  7.90  0.037 0.00 11.221 11.589 11.656 11.266 11.012 10.781 10.512 10.305 10.286  1.220
 1   9.45 -0.27  0.61042 -1.023 3.640  4.752  8.60  0.038 0.00 15.928 18.684 17.751 16.602 15.866 15.273 14.450 13.784 13.683  0.610
 1   9.45 -0.25  0.64527 -0.929 3.650  4.723  7.50  0.036 0.00 14.592 17.186 16.295 15.189 14.489 13.933 13.140 12.485 12.395  0.645
 1   9.45 -0.25  0.16028 -2.476 3.518  5.139  9.50  0.038 0.00 20.461 25.684 24.042 22.380 21.242 19.913 18.668 18.102 17.847  0.160
 1   9.45 -0.25  0.40528 -1.567 3.592  4.925 10.50  0.038 0.00 19.186 22.658 21.572 20.251 19.348 18.518 17.558 16.941 16.778  0.405
 1   9.45 -0.21  0.10009 -3.054 3.457  5.267  7.40  0.036 0.00 19.804 27.296 24.868 22.912 21.366 19.481 17.846 17.291 17.023  0.100
 1   9.45 -0.21  0.35411 -1.719 3.582  4.979  9.80  0.038 0.86 18.263 22.002 20.843 19.472 18.527 17.599 16.592 16.001 15.814  0.354
 1   9.45 -0.17  0.81548 -0.473 3.710  4.607  7.80  0.037 0.00 13.753 15.361 14.888 14.007 13.500 13.076 12.486 12.007 11.951  0.815
 1   9.45 -0.17  0.36309 -1.700 3.581  4.967  8.50  0.037 0.00 17.520 21.214 20.074 18.720 17.781 16.856 15.851 15.255 15.074  0.363
 1   9.45 -0.17  2.70245 -3.280 3.924  8.223 12.70  0.038 0.00 25.669 25.482 25.974 25.703 25.534 25.369 25.276 25.140 25.155  0.729
 1   9.45 -0.11  0.46813 -1.436 3.596  4.874  9.10  0.038 0.00 17.459 20.878 19.802 18.509 17.620 16.797 15.838 15.196 15.048  0.468
 1   9.45 -0.09  0.26918 -1.971 3.560  5.026  8.00  0.037 0.91 17.042 21.257 19.956 18.503 17.503 16.413 15.324 14.744 14.523  0.269
 1   9.45 -0.07  0.24327 -2.057 3.554  5.043  7.90  0.037 0.89 17.184 21.558 20.210 18.725 17.707 16.569 15.454 14.878 14.645  0.243
 1   9.45  0.03  1.24251  0.472 3.797  4.195  7.80  0.037 0.00 11.389 11.991 11.963 11.430 11.110 10.833 10.494 10.232 10.205  1.243
 1   9.45  0.05  0.22601 -2.138 3.543  5.050  8.20  0.037 0.00 18.316 22.827 21.468 19.973 18.929 17.718 16.562 15.993 15.754  0.226
 1   9.45  0.11  0.26763 -2.002 3.549  5.010 10.10  0.038 0.90 19.232 23.677 22.336 20.853 19.820 18.629 17.486 16.913 16.676  0.268
 1   9.45  0.15  1.35825  0.616 3.785  4.042  8.50  0.037 0.00 11.729 12.484 12.370 11.776 11.430 11.136 10.770 10.489 10.458  1.358
 1   9.45  0.23  0.07968 -3.527 3.374  5.308  7.90  0.037 0.80 21.349 32.824 28.990 26.619 24.390 21.931 19.370 18.720 18.273  0.080
 1   9.45  0.27  0.19974 -2.255 3.530  5.061  8.60  0.038 0.00 19.007 23.768 22.361 20.830 19.741 18.437 17.219 16.663 16.416  0.200
 1   9.45  0.37  0.70357 -0.879 3.642  4.677  6.80  0.034 0.00 13.768 16.759 15.661 14.477 13.723 13.101 12.264 11.597 11.506  0.704
 1   9.47 -0.57  3.46765 -3.570 3.874  8.361  7.40  0.036 0.00 21.095 20.954 21.404 21.066 20.830 20.605 20.417 20.235 20.224  0.818
 1   9.47 -0.53  0.91729 -0.070 3.775  4.518  7.80  0.037 0.00 12.744 13.371 13.428 12.854 12.500 12.176 11.774 11.448 11.416  0.917
 1   9.47 -0.45  0.09457 -3.157 3.449  5.314  9.40  0.038 0.75 21.939 30.458 27.519 25.406 23.709 21.728 20.004 19.374 19.074  0.095
 1   9.47 -0.43  1.00230  0.118 3.793  4.440  7.70  0.036 0.00 12.174 12.694 12.773 12.261 11.937 11.643 11.286 10.999 10.973  1.002
 1   9.47 -0.37  0.55750 -1.140 3.631  4.796  8.60  0.038 0.00 16.219 19.068 18.124 16.945 16.181 15.563 14.721 14.053 13.941  0.557
 1   9.47 -0.33  0.41210 -1.535 3.597  4.923 10.00  0.038 0.82 18.084 21.501 20.429 19.108 18.212 17.412 16.467 15.853 15.688  0.412
 1   9.47 -0.31  1.09871  0.334 3.813  4.344 12.70  0.038 0.00 16.634 17.069 17.144 16.695 16.408 16.148 15.840 15.598 15.576  1.099
 1   9.47 -0.31  0.24149 -2.023 3.568  5.060 13.70  0.038 0.00 23.528 27.537 26.265 24.819 23.843 22.877 21.843 21.263 21.055  0.241
 1   9.47 -0.21  1.17064  0.429 3.814  4.279  8.90  0.038 0.00 12.597 13.048 13.100 12.647 12.361 12.104 11.800 11.563 11.541  1.171
 1   9.47 -0.15  0.21019 -2.169 3.551  5.079  9.30  0.038 0.00 19.492 23.908 22.518 21.009 19.990 18.875 17.769 17.193 16.957  0.210
 1   9.47 -0.13  0.68979 -0.839 3.656  4.685  9.30  0.038 0.00 16.168 18.712 17.825 16.732 16.048 15.505 14.729 14.089 14.004  0.690
 1   9.47 -0.13  0.19827 -2.223 3.546  5.088 12.40  0.038 0.00 22.727 27.246 25.836 24.311 23.276 22.121 20.991 20.418 20.178  0.198
 1   9.47 -0.11  0.07316 -3.925 3.296  5.357  7.20  0.035 0.00 21.784 36.235 31.940 28.720 25.942 23.478 20.022 19.079 18.573  0.073
 1   9.47 -0.09  0.62753 -1.024 3.634  4.742  7.40  0.036 0.00 14.730 17.644 16.639 15.457 14.694 14.076 13.230 12.548 12.447  0.628
 1   9.47 -0.07  0.26900 -1.975 3.559  5.025  4.50  0.020 0.00 14.207 18.366 17.085 15.647 14.652 13.567 12.484 11.906 11.687  0.269
 1   9.47 -0.07  0.69506 -0.844 3.653  4.682  6.70  0.033 0.00 13.581 16.194 15.272 14.163 13.467 12.917 12.131 11.481 11.396  0.695
 1   9.47 -0.07  0.08614 -3.379 3.404  5.314  8.20  0.037 0.00 21.418 31.196 27.995 25.819 23.851 21.544 19.333 18.780 18.480  0.086
 1   9.47 -0.05  0.19213 -2.279 3.536  5.091  9.00  0.038 0.00 19.467 24.152 22.734 21.200 20.131 18.883 17.700 17.137 16.892  0.192
 1   9.47  0.05  0.15936 -2.521 3.504  5.123  7.70  0.036 0.00 18.772 24.175 22.606 20.974 19.771 18.279 16.923 16.383 16.116  0.159
 1   9.47  0.05  0.23691 -2.097 3.546  5.039  7.90  0.037 0.00 17.911 22.373 21.026 19.539 18.503 17.309 16.164 15.592 15.354  0.237
 1   9.47  0.07  0.12360 -2.820 3.473  5.189  7.90  0.037 0.00 19.719 26.098 24.227 22.456 21.079 19.344 17.793 17.257 16.973  0.124
 1   9.47  0.09  0.11806 -2.870 3.468  5.198  6.40  0.032 0.00 18.345 24.930 22.987 21.191 19.777 17.996 16.403 15.868 15.582  0.118
 1   9.47  0.13  0.30948 -1.880 3.556  4.981 12.50  0.038 0.88 21.346 25.648 24.349 22.898 21.884 20.732 19.612 19.032 18.804  0.309
 1   9.47  0.33  0.26986 -2.008 3.545  5.004  8.40  0.037 0.00 18.191 22.659 21.316 19.831 18.793 17.592 16.441 15.870 15.631  0.270
 1   9.49 -0.41  0.18970 -2.237 3.555  5.117  8.30  0.037 0.00 18.662 23.066 21.614 20.064 19.053 18.034 16.966 16.387 16.154  0.190
 1   9.49 -0.31  0.70045 -0.746 3.673  4.669  9.60  0.038 0.00 16.236 18.395 17.680 16.674 16.063 15.565 14.853 14.264 14.188  0.700
 1   9.49 -0.27  0.13640 -2.669 3.499  5.183  4.40  0.019 0.00 15.843 21.654 19.807 18.052 16.821 15.336 13.998 13.434 13.172  0.136
 1   9.49 -0.27  0.22687 -2.085 3.562  5.072  8.10  0.037 0.00 18.083 22.241 20.919 19.446 18.456 17.443 16.386 15.806 15.588  0.227
 1   9.49 -0.23  0.08678 -3.372 3.409  5.329  5.90  0.029 0.87 18.762 28.634 25.496 23.319 21.343 19.045 16.718 16.107 15.779  0.087
 1   9.49 -0.23  0.20551 -2.173 3.555  5.088  6.80  0.034 0.91 16.382 20.847 19.427 17.897 16.872 15.766 14.658 14.083 13.847  0.206
 1   9.49 -0.23  0.36333 -1.688 3.584  4.969  8.40  0.037 0.00 17.391 21.011 19.885 18.535 17.608 16.724 15.738 15.138 14.961  0.363
 1   9.49 -0.23  0.09395 -3.180 3.440  5.296  9.90  0.038 0.00 22.620 30.809 28.162 26.138 24.456 22.420 20.614 20.064 19.788  0.094
 1   9.49 -0.21  0.23420 -2.067 3.560  5.061  8.10  0.037 0.85 17.448 21.741 20.383 18.891 17.886 16.821 15.738 15.160 14.932  0.234
 1   9.49 -0.19  0.15130 -2.548 3.508  5.143  9.30  0.038 0.00 20.440 25.918 24.227 22.541 21.353 19.925 18.616 18.057 17.796  0.151
 1   9.49 -0.17  0.38328 -1.641 3.584  4.944  7.30  0.035 0.94 15.495 19.156 18.025 16.678 15.744 14.829 13.829 13.230 13.052  0.383
 1   9.49 -0.15  0.07456 -3.866 3.309  5.358  7.10  0.035 0.00 21.535 35.635 31.290 28.214 25.503 23.012 19.695 18.829 18.374  0.075
 1   9.49 -0.15  0.14603 -2.597 3.501  5.152  8.50  0.037 0.00 19.763 25.380 23.667 21.968 20.752 19.268 17.922 17.367 17.102  0.146
 1   9.49 -0.15  0.28444 -1.914 3.567  5.019 12.80  0.038 0.00 22.356 26.369 25.126 23.707 22.730 21.710 20.656 20.074 19.867  0.284
 1   9.49 -0.13  0.33150 -1.791 3.574  4.989 10.50  0.038 0.82 19.177 23.113 21.903 20.505 19.535 18.526 17.479 16.895 16.694  0.331
 1   9.49 -0.13  0.09890 -3.083 3.451  5.266 10.60  0.038 0.82 22.752 30.671 28.226 26.252 24.621 22.615 20.739 20.179 19.895  0.099
 1   9.49 -0.05  0.07556 -3.804 3.321  5.351  6.50  0.032 0.00 20.781 34.492 30.073 27.155 24.522 22.004 18.847 18.062 17.654  0.076
 1   9.49 -0.05  0.46180 -1.461 3.591  4.876  9.00  0.038 0.00 17.424 20.942 19.847 18.546 17.639 16.763 15.780 15.147 14.992  0.462
 1   9.49 -0.03  0.19563 -2.257 3.538  5.085 12.50  0.038 0.72 22.547 27.409 25.968 24.417 23.315 21.996 20.750 20.192 19.940  0.196
 1   9.49 -0.01  0.29456 -1.908 3.560  5.003  9.40  0.038 0.00 18.941 23.083 21.827 20.405 19.410 18.310 17.220 16.638 16.422  0.295
 1   9.49  0.01  0.10492 -3.003 3.457  5.234  8.10  0.037 0.77 20.099 27.446 25.303 23.425 21.881 19.939 18.097 17.546 17.252  0.105
 1   9.49  0.01  0.20177 -2.225 3.540  5.074  9.20  0.038 0.00 19.533 24.117 22.741 21.233 20.177 18.943 17.771 17.206 16.964  0.202
 1   9.49  0.07  0.14985 -2.590 3.495  5.130 11.00  0.038 0.00 22.245 27.896 26.259 24.592 23.343 21.785 20.375 19.838 19.565  0.150
 1   9.49  0.09  0.34698 -1.774 3.565  4.959  7.90  0.037 0.00 17.105 21.140 19.933 18.550 17.564 16.469 15.382 14.795 14.591  0.347
 1   9.49  0.17  0.62034 -1.090 3.620  4.747  7.10  0.035 0.00 14.595 17.804 16.708 15.480 14.664 13.947 13.038 12.340 12.230  0.620
 1   9.49  0.23  0.20823 -2.222 3.532  5.054 12.50  0.038 0.00 22.825 27.548 26.150 24.625 23.542 22.252 21.043 20.485 20.239  0.208
 1   9.49  0.25  0.31011 -1.888 3.553  4.977  8.20  0.037 0.00 17.690 21.990 20.693 19.245 18.232 17.076 15.955 15.375 15.147  0.310
 1   9.51 -0.39  0.09133 -3.233 3.437  5.324  8.60  0.038 0.00 21.453 29.943 27.137 25.068 23.339 21.269 19.441 18.886 18.616  0.091
 1   9.51 -0.25  0.17560 -2.366 3.532  5.124 13.40  0.038 0.00 24.084 28.955 27.413 25.808 24.725 23.503 22.325 21.755 21.507  0.176
 1   9.51 -0.23  0.09293 -3.201 3.437  5.301  8.90  0.038 0.93 21.131 29.786 27.025 24.964 23.195 21.061 19.089 18.539 18.252  0.093
 1   9.51 -0.21  0.10428 -2.993 3.465  5.253  9.80  0.038 0.00 22.053 29.213 26.910 24.993 23.511 21.695 20.115 19.559 19.290  0.104
 1   9.51 -0.19  0.12240 -2.802 3.484  5.209  7.30  0.035 0.00 19.076 25.385 23.408 21.603 20.274 18.638 17.190 16.633 16.364  0.122
 1   9.51 -0.15  3.32978 -3.500 3.871  8.235  9.70  0.038 0.84 22.635 22.537 22.959 22.592 22.335 22.089 21.870 21.672 21.650  0.735
 1   9.51 -0.13  0.39250 -1.622 3.583  4.932  7.90  0.037 0.00 16.724 20.383 19.257 17.919 16.985 16.061 15.056 14.453 14.277  0.393
 1   9.51 -0.13  0.42559 -1.537 3.589  4.905  8.80  0.038 0.00 17.412 20.964 19.862 18.544 17.629 16.749 15.765 15.146 14.982  0.426
 1   9.51 -0.13  0.15325 -2.542 3.507  5.138 12.80  0.038 0.00 23.924 29.374 27.722 26.053 24.861 23.415 22.093 21.539 21.276  0.153
 1   9.51 -0.11  0.45351 -1.471 3.593  4.884  7.80  0.037 0.88 15.649 19.199 18.098 16.783 15.869 14.986 13.999 13.379 13.216  0.454
 1   9.51 -0.11  0.82341 -0.467 3.708  4.599  9.40  0.038 0.00 15.339 16.999 16.494 15.600 15.086 14.659 14.064 13.580 13.524  0.823
 1   9.51 -0.03  1.99391 -3.390 3.895  8.204  9.90  0.038 0.00 23.144 22.972 23.446 23.142 22.935 22.736 22.587 22.424 22.424  0.710
 1   9.51 -0.03  0.97863 -0.085 3.753  4.473 10.50  0.038 0.87 15.073 16.260 15.992 15.230 14.791 14.421 13.921 13.518 13.472  0.979
 1   9.51 -0.01  0.14451 -2.627 3.494  5.148  8.50  0.037 0.00 19.838 25.541 23.878 22.200 20.945 19.380 17.967 17.428 17.155  0.145
 1   9.51 -0.01  0.35891 -1.738 3.571  4.962 10.30  0.038 0.71 18.969 22.989 21.779 20.386 19.404 18.329 17.252 16.668 16.461  0.359
 1   9.51 -0.01  0.50660 -1.360 3.599  4.843 13.40  0.038 0.98 20.852 24.272 23.188 21.906 21.020 20.194 19.231 18.573 18.433  0.507
 1   9.51  0.01  0.11680 -2.873 3.470  5.206  8.00  0.037 0.00 19.952 26.464 24.542 22.754 21.354 19.593 18.018 17.481 17.196  0.117
 1   9.51  0.01  0.15828 -2.523 3.505  5.126  9.40  0.038 0.00 20.479 25.865 24.299 22.669 21.469 19.984 18.632 18.091 17.825  0.158
 1   9.51  0.03  0.20299 -2.223 3.539  5.071  9.70  0.038 0.00 20.026 24.623 23.245 21.735 20.677 19.437 18.263 17.698 17.456  0.203
 1   9.51  0.05  0.24428 -2.068 3.548  5.030  8.50  0.037 0.79 17.928 22.468 21.106 19.607 18.558 17.335 16.170 15.602 15.362  0.244
 1   9.51  0.05  0.15249 -2.569 3.498  5.129  9.00  0.038 0.00 20.192 25.750 24.140 22.484 21.253 19.719 18.330 17.792 17.521  0.152
 1   9.51  0.05  1.45083  1.713 3.668  2.503 10.50  0.038 0.00 10.988 13.516 12.570 11.423 10.818 10.315  9.570  8.984  8.906  1.451
 1   9.51  0.07  0.49434 -1.399 3.593  4.849  9.50  0.038 0.00 17.767 21.284 20.194 18.913 18.009 17.115 16.120 15.471 15.324  0.494
 1   9.51  0.11  0.24807 -2.062 3.545  5.022  8.60  0.038 0.00 18.526 22.998 21.651 20.164 19.126 17.926 16.777 16.205 15.967  0.248
 1   9.51  0.33  0.10615 -3.002 3.451  5.215  6.60  0.033 0.00 18.875 26.133 23.965 22.085 20.547 18.619 16.887 16.353 16.060  0.106
 1   9.53 -0.53  0.18198 -2.267 3.556  5.134 11.00  0.038 0.00 21.439 25.853 24.370 22.802 21.792 20.808 19.753 19.172 18.940  0.182
 1   9.53 -0.35  0.32733 -1.763 3.585  5.004  9.00  0.038 0.76 17.669 21.354 20.196 18.812 17.876 17.003 16.017 15.428 15.240  0.327
 1   9.53 -0.35  0.28492 -1.878 3.578  5.030  9.50  0.038 0.00 18.964 22.696 21.522 20.129 19.184 18.297 17.304 16.720 16.529  0.285
 1   9.53 -0.31  0.30499 -1.827 3.580  5.013  7.70  0.036 0.98 16.299 20.010 18.848 17.465 16.523 15.631 14.638 14.051 13.863  0.305
 1   9.53 -0.31  0.61711 -0.988 3.645  4.742  8.40  0.037 0.75 15.293 18.075 17.152 15.997 15.249 14.633 13.797 13.143 13.032  0.617
 1   9.53 -0.31  0.11081 -2.893 3.479  5.239  9.30  0.038 0.84 20.867 27.861 25.612 23.704 22.270 20.505 18.938 18.375 18.109  0.111
 1   9.53 -0.29  2.40351 -3.186 3.945  8.206  9.50  0.038 0.00 22.236 22.050 22.547 22.295 22.152 22.012 21.959 21.841 21.865  0.721
 1   9.53 -0.29  0.18680 -2.279 3.545  5.113 11.60  0.038 0.00 22.067 26.681 25.192 23.621 22.581 21.460 20.341 19.765 19.523  0.187
 1   9.53 -0.29  0.20052 -2.181 3.557  5.095 13.10  0.038 0.88 22.758 27.239 25.806 24.266 23.238 22.144 21.038 20.461 20.226  0.201
 1   9.53 -0.25  0.68157 -0.817 3.663  4.685  8.10  0.037 0.82 14.511 17.041 16.193 15.100 14.409 13.849 13.062 12.422 12.328  0.682
 1   9.53 -0.25  0.21487 -2.133 3.558  5.081 11.10  0.038 0.00 21.203 25.466 24.108 22.616 21.615 20.572 19.499 18.920 18.696  0.215
 1   9.53 -0.23  0.28181 -1.908 3.571  5.025  8.80  0.038 0.00 18.339 22.253 21.032 19.620 18.653 17.684 16.653 16.071 15.870  0.282
 1   9.53 -0.21  0.11122 -2.899 3.475  5.231  8.00  0.037 0.77 19.720 26.663 24.514 22.640 21.207 19.417 17.767 17.210 16.932  0.111
 1   9.53 -0.21  0.19864 -2.206 3.551  5.092 13.00  0.038 0.00 23.285 27.725 26.310 24.785 23.765 22.668 21.568 20.991 20.754  0.199
 1   9.53 -0.19  1.73853 -3.333 3.898  8.132  9.50  0.038 0.00 22.602 22.428 22.903 22.602 22.399 22.204 22.059 21.898 21.901  0.668
 1   9.53 -0.19  0.38980 -1.618 3.586  4.937 12.80  0.038 0.00 21.615 25.211 24.096 22.759 21.836 20.950 19.963 19.357 19.184  0.390
 1   9.53 -0.17  0.48858 -1.371 3.604  4.858 12.60  0.038 0.00 20.797 24.077 23.028 21.754 20.892 20.133 19.207 18.551 18.413  0.489
 1   9.53 -0.15  0.14514 -2.605 3.501  5.154  9.20  0.038 0.86 19.936 25.779 23.998 22.267 21.011 19.467 18.074 17.521 17.253  0.145
 1   9.53 -0.11  0.75579 -0.654 3.681  4.639  7.50  0.036 0.00 13.906 16.019 15.301 14.303 13.706 13.226 12.538 11.972 11.903  0.756
 1   9.53 -0.09  0.11379 -2.889 3.472  5.218 10.00  0.038 0.00 21.992 28.585 26.573 24.753 23.356 21.612 20.069 19.523 19.245  0.114
 1   9.53 -0.07  1.66872 -3.204 3.927  8.115  7.90  0.037 0.00 20.679 20.496 20.982 20.713 20.549 20.390 20.304 20.170 20.187  0.659
 1   9.53 -0.07  0.37383 -1.685 3.577  4.949  8.80  0.038 0.00 17.782 21.559 20.414 19.065 18.111 17.122 16.089 15.498 15.313  0.374
